,date,year,type,country,sex,age,fatal (y/n),original order
4653,27-Feb-1944,1944.0,unprovoked,SOUTH AFRICA,M,,N,1650.0
4654,18-Feb-1944,1944.0,unprovoked,INDIA,M,12,Y,1649.0
4655,20-Jan-1944,1944.0,unprovoked,SOUTH AFRICA,M,22,Y,1648.0
4656,16-Jan-1944,1944.0,unprovoked,AUSTRALIA,M,,N,1647.0
4657,14-Jan-1944,1944.0,unprovoked,AUSTRALIA,M,14,N,1646.0
4658,04-Jan-1944,1944.0,unprovoked,SOUTH AFRICA,M,26,Y,1645.0
4659,Some time between Apr & Nov-1944,1944.0,unprovoked,SOUTH PACIFIC OCEAN,M,,Y,1644.0
4660,1944,1944.0,unprovoked,ITALY,M,,Y,1643.0
4661,1944,1944.0,unprovoked,NEW GUINEA,M,,Y,1642.0
4662,12-Dec-1943,1943.0,unprovoked,SOUTH AFRICA,M,17,Y,1641.0
4663,04-Dec-1943,1943.0,unprovoked,USA,M,,Y,1640.0
4664,21-Nov-1943,1943.0,unprovoked,SOUTH AFRICA,M,,N,1639.0
4665,11-Nov-1943,1943.0,unprovoked,PACIFIC OCEAN,M,,Y,1638.0
4666,26-Oct-1943,1943.0,,USA,M,,,1637.0
4667,23-Sep-1943,1943.0,unprovoked,PANAMA,M,20,Y,1636.0
4668,Aug-1943,1943.0,unprovoked,ITALY,M,,N,1635.0
4669,18-Jul-1943,1943.0,unprovoked,USA,M,,Y,1634.0
4670,Jul-1943,1943.0,unprovoked,PORTUGAL,,,N,1633.0
4671,Jul-1943,1943.0,,MEXICO,M,68,,1632.0
4672,16-Jun-1943,1943.0,unprovoked,AUSTRALIA,M,18,N,1631.0
4673,27-May-1943,1943.0,,PACIFIC OCEAN,M,,,1630.0
4674,17-May-1943,1943.0,unprovoked,CENTRAL PACIFIC,M,26,N,1629.0
4675,17-May-1943,1943.0,unprovoked,CENTRAL PACIFIC,M,,Y,1628.0
4676,14-May-1943,1943.0,unprovoked,AUSTRALIA,M,F,Y,1627.0
4677,Reported 01-May-1943,1943.0,unprovoked,INDIAN OCEAN,M,,N,1626.0
4678,5-Apr-1943,1943.0,,USA,M,,,1625.0
4679,21-Mar-1943,1943.0,unprovoked,SOUTH AFRICA,M,31,Y,1624.0
4680,14-Mar-1943,1943.0,unprovoked,SIERRA LEONE,,,Y,1623.0
4681,02-Mar-1943,1943.0,unprovoked,BRAZIL,,,Y,1622.0
4682,02-Mar-1943 to 07-Mar-1943,1943.0,unprovoked,PAPUA NEW GUINEA,,,Y,1621.0
4683,26-Jan-1943,1943.0,unprovoked,PACIFIC OCEAN,M,,Y,1620.0
4684,Summer 1943,1943.0,unprovoked,MEXICO,,,Y,1619.0
4685,1943,1943.0,unprovoked,SOLOMON ISLANDS,M,,N,1618.0
4686,1943,1943.0,unprovoked,IRAQ,M,22,N,1617.0
4687,Fall 1943,1943.0,unprovoked,USA,M,,N,1616.0
4688,Fall 1943,1943.0,unprovoked,USA,M,,N,1615.0
4689,1943,1943.0,unprovoked,USA,M,,UNKNOWN,1614.0
4690,26-Dec-1942,1942.0,unprovoked,AUSTRALIA,F,15,Y,1613.0
4691,28-Nov-1942,1942.0,unprovoked,SOUTH AFRICA,M,,Y,1612.0
4692,25-Nov-1942,1942.0,unprovoked,SOUTH AFRICA,M,38,N,1611.0
4693,16-Nov-1942,1942.0,unprovoked,SOLOMON ISLANDS,M,19,N,1610.0
4694,21-Nov-1942,1942.0,unprovoked,INDIAN OCEAN,M,,Y,1609.0
4695,13-Nov-1942,1942.0,unprovoked,SOLOMON ISLANDS,M,,N,1608.0
4696,13-Nov-1942,1942.0,unprovoked,SOLOMON ISLANDS / VANUATU,M,,Y,1607.0
4697,12-Nov-1942,1942.0,unprovoked,SOLOMON ISLANDS,M,,Y,1606.0
4698,01-Nov-1942,1942.0,unprovoked,SOUTH AFRICA,M,18,Y,1605.0
4699,Nov-1942,1942.0,provoked,PACIFIC OCEAN,M,,N,1604.0
4700,Nov-1942,1942.0,unprovoked,,M,,Y,1603.0
4701,12-Oct-1942,1942.0,unprovoked,SOLOMON ISLANDS,M,25,N,1602.0
4702,30-Sep-1942,1942.0,unprovoked,ATLANTIC OCEAN,,,N,1601.0
4703,12-Sep-1942,1942.0,unprovoked,ATLANTIC OCEAN,M,,N,1600.0
4704,12-Sep-1942,1942.0,unprovoked,AUSTRALIA,M,24,N,1599.0
4705,11-Sep-1942 to 16-Sep-1942,1942.0,unprovoked,SOUTHWEST PACIFIC OCEAN,M,,Y,1598.0
4706,8-Aug-1942,1942.0,unprovoked,SOLOMON ISLANDS,M,,N,1597.0
4707,12-Jul-1942,1942.0,unprovoked,ATLANTIC OCEAN,M,32,Y,1596.0
4708,06-Jul-1942,1942.0,provoked,ITALY,M,20,N,1595.0
4709,Reported 11-Jun-1942,1942.0,unprovoked,BAY OF BENGAL,M,,Y,1594.0
4710,Reported 08-Jun-1942,1942.0,,BRAZIL,M,,,1593.0
4711,04-Jun-1942,1942.0,unprovoked,USA,M,,N,1592.0
4712,Jun-1942,1942.0,unprovoked,,M,,N,1591.0
4713,09-May-1942,1942.0,unprovoked,AUSTRALIA,M,,N,1590.0
4714,05-Apr-1942,1942.0,,INDIAN OCEAN,,,,1589.0
4715,08-Mar-1942,1942.0,unprovoked,CUBA,M,,Y,1588.0
4716,04-Mar-1942,1942.0,,AUSTRALIA,M,18,,1587.0
4717,18-Jan-1942,1942.0,unprovoked,AUSTRALIA,,,N,1586.0
4718,04-Jan-1942,1942.0,unprovoked,AUSTRALIA,F,28,Y,1585.0
4719,Jan-1942,1942.0,provoked,AUSTRALIA,M,,N,1584.0
4720,1942,1942.0,unprovoked,INDONESIA,M,,Y,1583.0
4721,Winter 1942,1942.0,unprovoked,AUSTRALIA,M,,N,1582.0
4722,Summer 1942,1942.0,unprovoked,PHILIPPINES,M,,Y,1581.0
4723,1942,1942.0,unprovoked,SOUTH AFRICA,,,N,1580.0
4724,1942,1942.0,unprovoked,SOUTH AFRICA,,,N,1579.0
4725,1942,1942.0,unprovoked,BAHAMAS,M,48,N,1578.0
4726,1942,1942.0,unprovoked,,M,,Y,1577.0
4727,1942,1942.0,unprovoked,MID-PACIFC OCEAN,M,,N,1576.0
4728,1942,1942.0,unprovoked,SOUTHWEST PACIFIC OCEAN,M,,N,1575.0
4729,1942,1942.0,unprovoked,,M,,N,1574.0
4730,1942,1942.0,unprovoked,PANAMA,M,,Y,1573.0
4731,07-Dec-1941,1941.0,unprovoked,SOUTH ATLANTIC OCEAN,,,Y,1572.0
4732,03-Dec-1941,1941.0,unprovoked,AUSTRALIA,M,10,N,1571.0
4733,27-Nov-1941,1941.0,unprovoked,SOUTH ATLANTIC OCEAN,M,23,N,1570.0
4734,27-Nov-1941,1941.0,unprovoked,SOUTH ATLANTIC OCEAN,M,,N,1569.0
4735,25-Nov-1941,1941.0,unprovoked,SOUTH ATLANTIC OCEAN,,,Y,1568.0
4736,19-Nov-1941,1941.0,unprovoked,AUSTRALIA,M,,N,1567.0
4737,25-Sep-1941,1941.0,unprovoked,CARIBBEAN SEA,M,,Y,1566.0
4738,Reported 21-Aug-1941,1941.0,provoked,USA,,,N,1565.0
4739,05-Aug-1941,1941.0,,AUSTRALIA,M,,,1564.0
4740,01-Aug-1941,1941.0,unprovoked,USA,M,20,N,1563.0
4741,22-Jul-1941,1941.0,unprovoked,USA,,,N,1562.0
4742,01-Jul-1941,1941.0,provoked,USA,M,,N,1561.0
4743,15-Jun-1941,1941.0,provoked,USA,M,43,N,1560.0
4744,Jun-1941,1941.0,unprovoked,PACIFIC OCEAN,M,,Y,1559.0
4745,24-Mar-1941,1941.0,unprovoked,SOUTH ATLANTIC OCEAN,M,,N,1558.0
4746,09-Mar-1941,1941.0,provoked,USA,M,53,N,1557.0
4747,13-Feb-1941,1941.0,provoked,AUSTRALIA,M,34,N,1556.0
4748,01-Feb-1941,1941.0,provoked,JAMAICA,M,,N,1555.0
4749,29-Jan-1941,1941.0,unprovoked,SOUTH ATLANTIC OCEAN,M,19,N,1554.0
4750,Jan-1941,1941.0,unprovoked,ATLANTIC OCEAN,M,,Y,1553.0
4751,1941,1941.0,unprovoked,SOLOMON ISLANDS,M,,N,1552.0
4752,1941,1941.0,unprovoked,IRAN,M,,Y,1551.0
4753,1941,1941.0,unprovoked,IRAN,M,,Y,1550.0
4754,1941,1941.0,unprovoked,IRAN,M,,N,1549.0
4755,1941,1941.0,unprovoked,IRAN,M,6,Y,1548.0
4756,1941,1941.0,unprovoked,IRAN,M,,Y,1547.0
4757,1941,1941.0,unprovoked,PAPUA NEW GUINEA,M,14,N,1546.0
4758,28-Dec-1940,1940.0,unprovoked,AUSTRALIA,M,23,Y,1545.0
4759,20-Dec-1940,1940.0,unprovoked,SOUTH AFRICA,M,17,Y,1544.0
4760,Reported 19-Dec-1940,1940.0,unprovoked,AUSTRALIA,M,,N,1543.0
4761,10-Dec-1940,1940.0,provoked,AUSTRALIA,M,,N,1542.0
4762,Sep-1940,1940.0,unprovoked,PANAMA,M,18,Y,1541.0
4763,13-Jul-1940,1940.0,unprovoked,USA,M,,N,1540.0
4764,13-Jul-1940,1940.0,unprovoked,USA,M,,N,1539.0
4765,30-Jun-1940,1940.0,unprovoked,USA,M,,N,1538.0
4766,31-Mar-1940,1940.0,unprovoked,SOUTH AFRICA,M,25,Y,1537.0
4767,20-Mar-1940,1940.0,unprovoked,AUSTRALIA,M,,N,1536.0
4768,22-Feb-1940,1940.0,unprovoked,SOUTH AFRICA,M,17,Y,1535.0
4769,20-Feb-1940,1940.0,unprovoked,AUSTRALIA,,,N,1534.0
4770,4-Feb-1940,1940.0,unprovoked,AUSTRALIA,M,55,Y,1533.0
4771,29-Jan-1940,1940.0,unprovoked,AUSTRALIA,M,17,N,1532.0
4772,23-Jan-1940,1940.0,unprovoked,AUSTRALIA,M,13,Y,1531.0
4773,15-Jan-1940,1940.0,unprovoked,AUSTRALIA,M,22,N,1530.0
4774,07-Jan-1940,1940.0,unprovoked,SOUTH AFRICA,M,18,Y,1529.0
4775,01-Jan-1940,1940.0,unprovoked,AUSTRALIA,M,,N,1528.0
4776,Ca. 1940,1940.0,unprovoked,SLOVENIA,,,N,1527.0
4777,1940,1940.0,unprovoked,NEW GUINEA,F,,Y,1526.0
4778,1940,1940.0,unprovoked,PAPUA NEW GUINEA,,,N,1525.0
4779,1940,1940.0,,SOUTH AFRICA,,,,1524.0
4780,1940,1940.0,,SOUTH AFRICA,F,,,1523.0
4781,1940,1940.0,,SOUTH AFRICA,F,,,1522.0
4782,28-Dec-1939,1939.0,,AUSTRALIA,M,40,,1521.0
4783,14-Dec-1939,1939.0,unprovoked,AUSTRALIA,M,20,Y,1520.0
4784,23-Nov-1939,1939.0,unprovoked,AUSTRALIA,,,N,1519.0
4785,11-Nov-1939,1939.0,provoked,AUSTRALIA,,,N,1518.0
4786,09-Nov-1939,1939.0,unprovoked,AUSTRALIA,,,UNKNOWN,1517.0
4787,06-Nov-1939,1939.0,unprovoked,AUSTRALIA,,,UNKNOWN,1516.0
4788,Reported 02-Nov-1939,1939.0,unprovoked,SAMOA,M,,Y,1515.0
4789,Reported 25-Oct-1939,1939.0,unprovoked,AUSTRALIA,M,27,N,1514.0
4790,04-Oct-1939,1939.0,unprovoked,USA,M,,N,1513.0
4791,Reported 27-Sep-1939,1939.0,unprovoked,AUSTRALIA,M,,N,1512.0
4792,01-Aug-1939,1939.0,provoked,USA,M,33,N,1511.0
4793,18-Jul-1939,1939.0,unprovoked,PACIFIC OCEAN,,3,Y,1510.0
4794,16-Jul-1939,1939.0,provoked,BAHAMAS,M,38,N,1509.0
4795,14-Jul-1939,1939.0,provoked,USA,M,,N,1508.0
4796,03-May-1939,1939.0,unprovoked,USA,M,,Y,1507.0
4797,12-Apr-1939,1939.0,unprovoked,PAPUA NEW GUINEA,M,9,Y,1506.0
4798,24-Mar-1939,1939.0,unprovoked,PAPUA NEW GUINEA,M,,Y,1505.0
4799,26-Feb-1939,1939.0,unprovoked,INDIA,M,,Y,1504.0
4800,26-Feb-1939,1939.0,provoked,NEW ZEALAND,M,,N,1503.0
4801,12-Jan-1939,1939.0,unprovoked,AUSTRALIA,M,Both 11,N,1502.0
4802,Woirld War II,1939.0,unprovoked,SRI LANKA,F,,N,1501.0
4803,Ca. 1939,1939.0,unprovoked,BAHAMAS,,,N,1500.0
4804,1939,1939.0,unprovoked,VENEZUELA,M,,Y,1499.0
4805,1939,1939.0,unprovoked,CURACAO,M,,N,1498.0
4806,1939,1939.0,unprovoked,PAPUA NEW GUINEA,M,,Y,1497.0
4807,27-Dec-1938,1938.0,unprovoked,AUSTRALIA,M,19,Y,1496.0
4808,05-Oct-1938,1938.0,provoked,AUSTRALIA,M,18,N,1495.0
4809,29-Aug-1938,1938.0,unprovoked,CHINA,M,,Y,1494.0
4810,18-Aug-1938,1938.0,provoked,USA,M,,N,1493.0
4811,18-Jul-1938,1938.0,unprovoked,USA,M,,N,1492.0
4812,Reported 17-Jul-1938,1938.0,provoked,TURKEY,M,,N,1491.0
4813,17-Jul-1938,1938.0,provoked,USA,M,27,N,1490.0
4814,12-Jul-1938,1938.0,unprovoked,AUSTRALIA,M,25,Y,1489.0
4815,17-Jun-1938,1938.0,unprovoked,NICARAGUA,,,Y,1488.0
4816,08-Jun-1938,1938.0,unprovoked,AUSTRALIA,M,,N,1487.0
4817,26-May-1938,1938.0,unprovoked,COSTA RICA,M,,Y,1486.0
4818,15-May-1938,1938.0,unprovoked,IRAQ,M,9 or 10,N,1485.0
4819,Reported 02-May-1938,1938.0,unprovoked,INDIA,,,Y,1484.0
4820,Reported 21-Mar-1938,1938.0,unprovoked,FIJI,M,,N,1483.0
4821,08-Mar-1938,1938.0,unprovoked,AUSTRALIA,M,,N,1482.0
4822,21-Jan-1938,1938.0,provoked,AUSTRALIA,M,,N,1481.0
4823,18-Jan-1938,1938.0,provoked,SOUTH AFRICA,M,13,N,1480.0
4824,14-Jan-1938,1938.0,,AUSTRALIA,M,24,,1479.0
4825,02-Jan-1938,1938.0,unprovoked,AUSTRALIA,M,,N,1478.0
4826,Reported 1938,1938.0,unprovoked,EGYPT,M,,Y,1477.0
4827,1938,1938.0,unprovoked,TRINIDAD & TOBAGO,M,50,N,1476.0
4828,1938,1938.0,provoked,USA,M,,N,1475.0
4829,1938,1938.0,unprovoked,AUSTRALIA,M,17,N,1474.0
4830,1938,1938.0,unprovoked,SOUTH AFRICA,M,,N,1473.0
4831,13-Nov-1937,1937.0,unprovoked,USA,M,,Y,1472.0
4832,11-Nov-1937,1937.0,unprovoked,AUSTRALIA,M,17,Y,1471.0
4833,Reported 06-Nov-1937,1937.0,unprovoked,SOLOMON ISLANDS,M,,Y,1470.0
4834,27-Oct-1937,1937.0,unprovoked,AUSTRALIA,M,25,Y,1469.0
4835,27-Oct-1937,1937.0,unprovoked,AUSTRALIA,M,18,Y,1468.0
4836,24-Oct-1937,1937.0,unprovoked,AUSTRALIA,M,16,N,1467.0
4837,24-Oct-1937,1937.0,unprovoked,AUSTRALIA,M,,N,1466.0
4838,Reported 26-Sep-t937,1937.0,provoked,CROATIA,M,,N,1465.0
4839,12-Sep-1937,1937.0,unprovoked,SCOTLAND,,,N,1464.0
4840,11-Sep-1937,1937.0,unprovoked,SCOTLAND,,,N,1463.0
4841,01-Sep-1937,1937.0,unprovoked,SCOTLAND,M,,N,1462.0
4842,31-Aug-1937,1937.0,unprovoked,AUSTRALIA,M,38,N,1461.0
4843,16-Aug-1937,1937.0,,TURKEY,M,,,1460.0
4844,02-Aug-1937,1937.0,unprovoked,PANAMA,M,21,Y,1459.0
4845,Reported 16-Jul-1937,1937.0,unprovoked,AUSTRALIA,M,,Y,1458.0
4846,07-Jul-1937,1937.0,,ITALY,,,,1457.0
4847,Reported 28-Jun-1937,1937.0,unprovoked,GREECE,,,Y,1456.0
4848,15-Jun-1937,1937.0,provoked,AUSTRALIA,M,,N,1455.0
4849,    15-Jun-1937,1937.0,unprovoked,USA,M,14,Y,1454.0
4850,30-May-1937,1937.0,provoked,USA,M,,N,1453.0
4851,15-May-1937,1937.0,unprovoked,AUSTRALIA,M,33,Y,1452.0
4852,26-Mar-1937,1937.0,,AUSTRALIA,M,16,,1451.0
4853,09-Mar-1937,1937.0,,AUSTRALIA,M,43,,1450.0
4854,13-Feb-1937,1937.0,unprovoked,AUSTRALIA,M,32,Y,1449.0
4855,11-Feb-1937,1937.0,unprovoked,AUSTRALIA,M,,N,1448.0
4856,04-Feb-1937,1937.0,unprovoked,AUSTRALIA,,,N,1447.0
4857,03-Feb-1937,1937.0,provoked,AUSTRALIA,M,20,N,1446.0
4858,1937,1937.0,,AUSTRALIA,M,,,1445.0
4859,27-Jan-1937,1937.0,provoked,AUSTRALIA,M,18,N,1444.0
4860,1937,1937.0,unprovoked,AUSTRALIA,M,,N,1443.0
4861,30-Dec-1936,1936.0,unprovoked,USA,M,,N,1442.0
4862,19-Dec-1936,1936.0,unprovoked,AUSTRALIA,,,N,1441.0
4863,15-Dec-1936,1936.0,provoked,AUSTRALIA,,,N,1440.0
4864,12-Dec-1936,1936.0,unprovoked,AUSTRALIA,M,15,Y,1439.0
4865,01-Dec-1936,1936.0,unprovoked,AUSTRALIA,M,50,Y,1438.0
4866,27-Nov-1936,1936.0,provoked,AUSTRALIA,M,,N,1437.0
4867,Reported 11-Sep-1936,1936.0,,VIETNAM,M,,Y,1436.0
4868,04-Sep-1936,1936.0,unprovoked,USA,M,,N,1435.0
4869,24-Aug-1936,1936.0,unprovoked,AUSTRALIA,M,,N,1434.0
4870,13-Aug-1936,1936.0,unprovoked,ICELAND,M,,N,1433.0
4871,11-Aug-1936,1936.0,provoked,CANADA,,,N,1432.0
4872,Reported 04-Aug-1936,1936.0,unprovoked,AUSTRALIA,M,,N,1431.0
4873,Aug-1936,1936.0,unprovoked,USA,M,13,N,1430.0
4874,25-Jul-1936,1936.0,unprovoked,USA,M,16,Y,1429.0
4875,12-Jul-1936,1936.0,unprovoked,USA,,,N,1428.0
4876,07-Jul-1936,1936.0,unprovoked,AUSTRALIA,M,,N,1427.0
4877,Jul-1936,1936.0,unprovoked,SOUTH AFRICA,,,N,1426.0
4878,26-Jun-1936,1936.0,unprovoked,AUSTRALIA,M,16,Y,1425.0
4879,06-Jun-1936,1936.0,unprovoked,USA,M,,Y,1424.0
4880,22-Apr-1936,1936.0,unprovoked,AUSTRALIA,M,16,N,1423.0
4881,08-Ap-1936,1936.0,unprovoked,AUSTRALIA,M,,N,1422.0
4882,30-Mar-1936,1936.0,provoked,USA,M,,N,1421.0
4883,12-Mar-1936,1936.0,unprovoked,AUSTRALIA,M,,N,1420.0
4884,19-Mar-1936,1936.0,unprovoked,AUSTRALIA,M,,N,1419.0
4885,04-Mar-1936,1936.0,unprovoked,AUSTRALIA,,,N,1418.0
4886,23-Feb-1936,1936.0,provoked,AUSTRALIA,F,young,N,1417.0
4887,Reported 20-Feb-1936,1936.0,unprovoked,AUSTRALIA,M,,N,1416.0
4888,04-Feb-1936,1936.0,unprovoked,AUSTRALIA,M,14,Y,1415.0
4889,22-Jan-1936,1936.0,unprovoked,AUSTRALIA,M,13,Y,1414.0
4890,05-Jan-1936,1936.0,,AUSTRALIA,M,17,,1413.0
4891,Jan-1936,1936.0,provoked,AUSTRALIA,M,,N,1412.0
4892,1936,1936.0,unprovoked,AUSTRALIA,M,,Y,1411.0
4893,23-Dec-1935,1935.0,provoked,AUSTRALIA,,,N,1410.0
4894,13-Nov-1935,1935.0,unprovoked,AUSTRALIA,M,20,N,1409.0
4895,21-Sep-1935,1935.0,unprovoked,USA,M,38,Y,1408.0
4896,Reported 04-Sep-1935,1935.0,unprovoked,PAPUA NEW GUINEA,M,,Y,1407.0
4897,26-Aug-1935,1935.0,unprovoked,AUSTRALIA,M,38,Y,1406.0
4898,24-Aug-1935,1935.0,,UNITED KINGDOM,M,,,1405.0
4899,13-Aug-1935,1935.0,unprovoked,AUSTRALIA,M,,Y,1404.0
4900,27-Jul-1935,1935.0,,USA,M,23,,1403.0
4901,27-Jul-1935,1935.0,,USA,M,53,,1402.0
4902,05-Jul-1935,1935.0,unprovoked,PANAMA,M,14,Y,1401.0
4903,01-Jul-1935,1935.0,unprovoked,CROATIA,F,22,Y,1400.0
4904,18-Jun-1935,1935.0,unprovoked,USA,M,31,N,1399.0
4905,Reported 05-Jun-1935,1935.0,unprovoked,SOLOMON ISLANDS,M,,Y,1398.0
4906,Jun-1935,1935.0,unprovoked,AUSTRALIA,,,N,1397.0
4907,Jun-1935,1935.0,unprovoked,PAPUA NEW GUINEA,,,N,1396.0
4908,19-May-1935,1935.0,provoked,SOUTH AFRICA,M,,N,1395.0
4909,12-May-1935,1935.0,unprovoked,AUSTRALIA,M,,N,1394.0
4910,25-Apr-1935,1935.0,,AUSTRALIA,M,40,,1393.0
4911,Reported 12-Apr-1935,1935.0,unprovoked,,F,,N,1392.0
4912,Reported 08-Apr-1935,1935.0,unprovoked,USA,M,,N,1391.0
4913,30-Mar-1935,1935.0,unprovoked,AUSTRALIA,M,,N,1390.0
4914,Reported 25-Mar-1935,1935.0,provoked,SOUTH AFRICA,M,,N,1389.0
4915,20-Mar-1935,1935.0,unprovoked,AUSTRALIA,M,,N,1388.0
4916,13-Mar-1935,1935.0,provoked,AUSTRALIA,M,38,N,1387.0
4917,11-Mar-1935,1935.0,unprovoked,AUSTRALIA,M,,N,1386.0
4918,09-Mar-1935,1935.0,unprovoked,AUSTRALIA,M,27,Y,1385.0
4919,02-Mar-1935,1935.0,unprovoked,AUSTRALIA,M,22,Y,1384.0
4920,14-Feb-1935,1935.0,unprovoked,AUSTRALIA,M,20,N,1383.0
4921,24-Jan-1935,1935.0,unprovoked,AUSTRALIA,M,,N,1382.0
4922,24-Jan-1935,1935.0,unprovoked,AUSTRALIA,,,N,1381.0
4923,Reported 21-Jan-1935,1935.0,,ISRAEL,,,,1380.0
4924,17-Jan-1935,1935.0,,AUSTRALIA,M,5,,1379.0
4925,31-Dec-1934,1934.0,unprovoked,AUSTRALIA,F,13,N,1378.0
4926,31-Dec-1934,1934.0,unprovoked,AUSTRALIA,M,19,Y,1377.0
4927,23-Dec-1934,1934.0,unprovoked,AUSTRALIA,M,14,Y,1376.0
4928,23-Oct-1934,1934.0,unprovoked,AUSTRALIA,M,12,N,1375.0
4929,09-Oct-1934,1934.0,unprovoked,AUSTRALIA,F,38,Y,1374.0
4930,08-Oct-1934,1934.0,provoked,BERMUDA,M,,N,1373.0
4931,22-Oct-1934,1934.0,unprovoked,AUSTRALIA,M,,Y,1372.0
4932,08-Sep-1934,1934.0,provoked,BERMUDA,M,,N,1371.0
4933,27-Aug-1934,1934.0,unprovoked,ITALY,M,,N,1370.0
4934,Reported 26-Aug-1934,1934.0,,ITALY / CROATIA,F,,,1369.0
4935,26-Aug-1934,1934.0,unprovoked,AUSTRALIA,M,,Y,1368.0
4936,21-Aug-1934,1934.0,unprovoked,CROATIA,F,18,Y,1367.0
4937,05-Aug-1934,1934.0,unprovoked,USA,M,11,N,1366.0
4938,11-Jul-1934,1934.0,unprovoked,AUSTRALIA,,,N,1365.0
4939,  21-Jun-1934,1934.0,provoked,AUSTRALIA,M,,N,1364.0
4940,20-Jun-1934,1934.0,unprovoked,USA,M,8,Y,1363.0
4941,15-Apr-1934,1934.0,unprovoked,AUSTRALIA,M,34,N,1362.0
4942,01-Apr-1934,1934.0,unprovoked,SOUTH AFRICA,M,,Y,1361.0
4943,01-Apr-1934,1934.0,unprovoked,SOUTH AFRICA,M,12,N,1360.0
4944,01-Apr-1934,1934.0,unprovoked,AUSTRALIA,M,15,Y,1359.0
4945,12-Mar-1934,1934.0,unprovoked,AUSTRALIA,M,17,Y,1358.0
4946,Mar-1934,1934.0,provoked,AUSTRALIA,,,N,1357.0
4947,24-Feb-1934,1934.0,unprovoked,AUSTRALIA,M,,N,1356.0
4948,22-Feb-1934,1934.0,unprovoked,CHILE,M,,Y,1355.0
4949,Reported 08-Feb-1934,1934.0,unprovoked,TURKEY,M,,N,1354.0
4950,27-Jan-1934,1934.0,unprovoked,AUSTRALIA,M,15,N,1353.0
4951,07-Jan-1934,1934.0,unprovoked,AUSTRALIA,M,22,N,1352.0
4952,20-Nov-1933,1933.0,unprovoked,AUSTRALIA,M,,Y,1351.0
4953,18-Nov-1933,1933.0,unprovoked,AUSTRALIA,M,17,N,1350.0
4954,Reported 25-Oct-1933,1933.0,unprovoked,AUSTRALIA,M,,N,1349.0
4955,Reported 27-Sep-1933,1933.0,unprovoked,ISRAEL,M,,N,1348.0
4956,28-Aug-1933,1933.0,provoked,USA,M,,N,1347.0
4957,28-Aug-1933,1933.0,unprovoked,USA,M,,N,1346.0
4958,Reported 26-Aug-1933,1933.0,unprovoked,USA,F,,N,1345.0
4959,Reported 07-Jul-1933,1933.0,unprovoked,USA,M,50,N,1344.0
4960,03-Jul-1933,1933.0,unprovoked,AUSTRALIA,M,,N,1343.0
4961,21-Jun-1933,1933.0,unprovoked,USA,M,15,N,1342.0
4962,16-Jun-1933,1933.0,unprovoked,USA,F,,N,1341.0
4963,13-Jun-1933,1933.0,,AUSTRALIA,M,,,1340.0
4964,24-May-1933,1933.0,unprovoked,BARBADOS,,,Y,1339.0
4965,23-May-1933,1933.0,provoked,AUSTRALIA,M,,N,1338.0
4966,Reported 08-Jun-1933,1933.0,unprovoked,AUSTRALIA,M,,N,1337.0
4967,03-May-1933,1933.0,unprovoked,CUBA,M,,Y,1336.0
4968,10-Apr-1933,1933.0,unprovoked,USA,M,24,Y,1335.0
4969,26-Feb-1933,1933.0,unprovoked,AUSTRALIA,M,,N,1334.0
4970,Reported 15-Feb-1933,1933.0,unprovoked,AUSTRALIA,M,,N,1333.0
4971,14-Feb-1933,1933.0,unprovoked,AUSTRALIA,,,N,1332.0
4972,12-Feb-1933,1933.0,provoked,AUSTRALIA,M,,N,1331.0
4973,04-Jan-1933,1933.0,unprovoked,AUSTRALIA,M,38,Y,1330.0
4974,Reported 11-Dec-1932,1932.0,unprovoked,AUSTRALIA,M,,N,1329.0
4975,Reported 09-Dec-1932,1932.0,provoked,NEW ZEALAND,M,,N,1328.0
4976,08-Nov-1932,1932.0,unprovoked,CUBA,,,UNKNOWN,1327.0
4977,31-Oct-1932,1932.0,unprovoked,AUSTRALIA,M,24,N,1326.0
4978,11-Oct-1932,1932.0,unprovoked,CAPE VERDE,M,27,Y,1325.0
4979,Reported 26-Sep-1932,1932.0,unprovoked,FIJI,M,,N,1324.0
4980,30-Aug-1932,1932.0,provoked,AUSTRALIA,M,,N,1323.0
4981,30-Aug-1932,1932.0,provoked,AUSTRALIA,M,,N,1322.0
4982,10-Aug-1932,1932.0,provoked,USA,M,,N,1321.0
4983,09-Aug-1932,1932.0,unprovoked,AUSTRALIA,M,,N,1320.0
4984,06-Aug-1932,1932.0,provoked,BAHAMAS,M,18,N,1319.0
4985,Reported 14-Jul-1932,1932.0,,USA,M,17,,1318.0
4986,02-Jul-1932,1932.0,unprovoked,CANADA,M,,N,1317.0
4987,28-Jun-1932,1932.0,provoked,USA,M,32,N,1316.0
4988,26-Jun-1932,1932.0,provoked,USA,M,,N,1315.0
4989,20-Jun-1932,1932.0,unprovoked,FIJI,F,,Y,1314.0
4990,12-May-1932,1932.0,unprovoked,AUSTRALIA,M,,Y,1313.0
4991,May 1932,1932.0,unprovoked,AUSTRALIA,M,,N,1312.0
4992,16-Apr-1932,1932.0,unprovoked,PHILIPPINES,M,,Y,1311.0
4993,16-Apr-1932,1932.0,unprovoked,PHILIPPINES,F,,Y,1310.0
4994,16-Feb-1932,1932.0,unprovoked,USA,M,,N,1309.0
4995,13-Feb-1932,1932.0,unprovoked,AUSTRALIA,M,,N,1308.0
